image_name,fovea_x,fovea_y,od_x,od_y,image_path
A0001.jpg,1182.26427759023,1022.01884158854,278.688346781051,875.8918293305115,ADAM/AMD-Training400/Training400/AMD/A0001.jpg
A0002.jpg,967.754045869676,1016.94665547749,162.4078384704913,921.3967751637919,ADAM/AMD-Training400/Training400/AMD/A0002.jpg
A0003.jpg,1220.20671391458,989.944032771706,537.7573406938562,1004.166170941798,ADAM/AMD-Training400/Training400/AMD/A0003.jpg
A0004.jpg,1141.14088834077,1000.59495451421,334.9032478331259,790.9880725558652,ADAM/AMD-Training400/Training400/AMD/A0004.jpg
A0005.jpg,1127.37183235109,1071.10943969514,285.9001724824201,889.9363805227545,ADAM/AMD-Training400/Training400/AMD/A0005.jpg
A0006.jpg,1118.9414339407,1012.65881342854,368.2589585437079,946.9712889932043,ADAM/AMD-Training400/Training400/AMD/A0006.jpg
A0007.jpg,1254.41912757575,1159.82315593471,513.3952391437876,1002.475297553513,ADAM/AMD-Training400/Training400/AMD/A0007.jpg
A0009.jpg,1122.1303780301,1204.88766099853,375.4953018406487,1087.343145836015,ADAM/AMD-Training400/Training400/AMD/A0009.jpg
A0010.jpg,1121.73404336997,1132.44294394401,276.8989162109297,1109.029899006028,ADAM/AMD-Training400/Training400/AMD/A0010.jpg
A0011.jpg,1084.12710050237,1059.11960514787,288.270170824535,988.3073577199792,ADAM/AMD-Training400/Training400/AMD/A0011.jpg
A0012.jpg,1089.73965185163,1024.65888750158,306.7756395038281,996.9509169683661,ADAM/AMD-Training400/Training400/AMD/A0012.jpg
A0013.jpg,1071.0853307588,1069.85031211938,279.5018880169922,962.8857749719748,ADAM/AMD-Training400/Training400/AMD/A0013.jpg
A0014.jpg,1075.76051402197,1067.17520440867,299.1462284499976,921.4735967533194,ADAM/AMD-Training400/Training400/AMD/A0014.jpg
A0015.jpg,1143.80358943031,1208.81710158642,310.4329063367591,1065.715941746627,ADAM/AMD-Training400/Training400/AMD/A0015.jpg
A0016.jpg,1085.13845683728,1038.67764705882,294.3379071000498,932.8932662799853,ADAM/AMD-Training400/Training400/AMD/A0016.jpg
A0017.jpg,1226.23989848117,1061.13181643457,310.2314050620248,935.7008803521409,ADAM/AMD-Training400/Training400/AMD/A0017.jpg
A0018.jpg,1096.09697068325,1050.74477467539,297.5935761732462,865.09369768321,ADAM/AMD-Training400/Training400/AMD/A0018.jpg
A0021.jpg,1094.22026606606,1040.24575729093,322.9777864905595,934.0574267615815,ADAM/AMD-Training400/Training400/AMD/A0021.jpg
A0022.jpg,1228.97026712461,1088.41234203683,467.7904261246639,1005.738595896218,ADAM/AMD-Training400/Training400/AMD/A0022.jpg
A0023.jpg,1193.62655742765,1152.28796657531,345.7147831991464,1086.689892327093,ADAM/AMD-Training400/Training400/AMD/A0023.jpg
A0024.jpg,1227.61539907995,1048.23256030231,396.069490024483,929.9644215241965,ADAM/AMD-Training400/Training400/AMD/A0024.jpg
A0025.jpg,1099.20575030194,1035.56164378879,265.3500482160077,911.4252912507493,ADAM/AMD-Training400/Training400/AMD/A0025.jpg
A0026.jpg,1059.9657385176,1061.3481647921,311.8469894725534,904.3850037598023,ADAM/AMD-Training400/Training400/AMD/A0026.jpg
A0027.jpg,1051.99061073268,960.20905491837,330.8746581999611,897.1931316011145,ADAM/AMD-Training400/Training400/AMD/A0027.jpg
A0028.jpg,1092.97998319073,1027.58210957657,276.283670153186,951.4154795147269,ADAM/AMD-Training400/Training400/AMD/A0028.jpg
A0029.jpg,1046.55586053149,1043.6045655415,269.5402947234987,943.1953731579781,ADAM/AMD-Training400/Training400/AMD/A0029.jpg
A0030.jpg,1041.67906515953,1027.61642192041,203.4407642444917,970.2815844609671,ADAM/AMD-Training400/Training400/AMD/A0030.jpg
A0031.jpg,1077.35828637237,1014.59614253958,212.6494331562517,903.0117312010516,ADAM/AMD-Training400/Training400/AMD/A0031.jpg
A0032.jpg,1195.52521291534,1139.12877637927,238.2289098986217,1092.90193643923,ADAM/AMD-Training400/Training400/AMD/A0032.jpg
A0033.jpg,1056.61757612318,1083.18581358541,257.2915178258738,1005.522770890243,ADAM/AMD-Training400/Training400/AMD/A0033.jpg
A0034.jpg,1202.59960555599,1036.73685059515,520.0177560786028,986.6226165318565,ADAM/AMD-Training400/Training400/AMD/A0034.jpg
A0035.jpg,1066.94297304777,1057.70134956274,331.3591467790097,973.0390731696026,ADAM/AMD-Training400/Training400/AMD/A0035.jpg
A0036.jpg,1134.35560428573,986.698048925444,272.3781453457681,914.412331124015,ADAM/AMD-Training400/Training400/AMD/A0036.jpg
A0037.jpg,1139.0527113307,1135.60667749024,324.8767392128201,1128.118009311894,ADAM/AMD-Training400/Training400/AMD/A0037.jpg
A0038.jpg,1160.60744581943,972.774316501529,384.0232706452573,863.7281217669818,ADAM/AMD-Training400/Training400/AMD/A0038.jpg
A0039.jpg,1142.84962500526,994.242511647245,434.9685391670886,930.8900401502397,ADAM/AMD-Training400/Training400/AMD/A0039.jpg
A0040.jpg,1132.3168370508,1089.18999519188,296.1877572323293,948.9853414852371,ADAM/AMD-Training400/Training400/AMD/A0040.jpg
A0041.jpg,1314.01019682664,1059.75683052095,496.6335781900795,921.6816054524801,ADAM/AMD-Training400/Training400/AMD/A0041.jpg
A0042.jpg,1208.17916287778,1060.77298155444,380.6509999868163,964.1591277636419,ADAM/AMD-Training400/Training400/AMD/A0042.jpg
A0043.jpg,1233.7057498173,1237.50538139068,466.6222711857523,1170.198556139959,ADAM/AMD-Training400/Training400/AMD/A0043.jpg
A0044.jpg,1378.2466878972,1032.41056969153,502.4718745572191,882.1955225995372,ADAM/AMD-Training400/Training400/AMD/A0044.jpg
A0045.jpg,1333.11527376287,1051.06655222417,449.0869218431662,891.4842689323334,ADAM/AMD-Training400/Training400/AMD/A0045.jpg
A0046.jpg,1133.74811326747,1013.10771821128,323.1311777385852,990.0659481350839,ADAM/AMD-Training400/Training400/AMD/A0046.jpg
A0047.jpg,1027.47410695952,1044.71335087381,246.2717006470516,871.8911457697473,ADAM/AMD-Training400/Training400/AMD/A0047.jpg
A0048.jpg,996.868769415795,981.354388967607,209.9184569490221,883.926961291409,ADAM/AMD-Training400/Training400/AMD/A0048.jpg
A0049.jpg,1071.46127666304,1057.85127644623,221.2515292468459,966.6971985047364,ADAM/AMD-Training400/Training400/AMD/A0049.jpg
A0050.jpg,1156.49070498195,999.752098876278,301.19235581204,898.0496725690648,ADAM/AMD-Training400/Training400/AMD/A0050.jpg
A0051.jpg,1002.39123280334,1111.06078248571,194.6124731230466,997.4179726464655,ADAM/AMD-Training400/Training400/AMD/A0051.jpg
A0052.jpg,1037.65329718107,1118.36354183379,211.3782752430375,1044.083824640226,ADAM/AMD-Training400/Training400/AMD/A0052.jpg
A0053.jpg,1118.7857642544,1106.1929444414,308.6541075180649,934.5780659047814,ADAM/AMD-Training400/Training400/AMD/A0053.jpg
A0054.jpg,1023.7546037386,1165.63159464909,279.6719096877804,1012.878371357045,ADAM/AMD-Training400/Training400/AMD/A0054.jpg
A0055.jpg,1093.417917053,1100.31198929716,334.8731636698636,976.6215967229836,ADAM/AMD-Training400/Training400/AMD/A0055.jpg
A0056.jpg,1094.0535983706,1123.21566843644,372.1557444474911,1041.762387872615,ADAM/AMD-Training400/Training400/AMD/A0056.jpg
A0057.jpg,1124.95186400558,1042.34399323548,384.0162780080073,990.7724766453607,ADAM/AMD-Training400/Training400/AMD/A0057.jpg
A0058.jpg,1015.81513370259,1128.46346151148,165.6161609763307,998.185553514495,ADAM/AMD-Training400/Training400/AMD/A0058.jpg
A0059.jpg,1115.79643674012,1145.43633328274,288.8973341066358,999.9347226110956,ADAM/AMD-Training400/Training400/AMD/A0059.jpg
A0060.jpg,1038.463086555,1110.62284862344,162.0230669421885,924.1477341534912,ADAM/AMD-Training400/Training400/AMD/A0060.jpg
A0061.jpg,1151.25999584232,1076.1786731387,321.4890624860661,980.1379473322811,ADAM/AMD-Training400/Training400/AMD/A0061.jpg
A0062.jpg,1081.14944821456,1116.26361736074,264.3236700061744,992.4234967235644,ADAM/AMD-Training400/Training400/AMD/A0062.jpg
A0063.jpg,1043.21648390302,1115.58194847282,307.1306222956047,988.802422568891,ADAM/AMD-Training400/Training400/AMD/A0063.jpg
A0064.jpg,1102.83465087598,1103.08496845392,356.3057991156033,980.6773341756159,ADAM/AMD-Training400/Training400/AMD/A0064.jpg
A0065.jpg,1025.6880591666,1109.03961387135,195.0056654292403,853.0889006739015,ADAM/AMD-Training400/Training400/AMD/A0065.jpg
A0066.jpg,1138.16482525625,1075.41893463896,339.7753093667444,992.2068006612183,ADAM/AMD-Training400/Training400/AMD/A0066.jpg
A0067.jpg,1085.94866157117,1103.78420887371,307.8144993841281,1022.282086925919,ADAM/AMD-Training400/Training400/AMD/A0067.jpg
A0069.jpg,1024.3216874572,1095.33614863581,231.4640160524472,946.9399503550393,ADAM/AMD-Training400/Training400/AMD/A0069.jpg
A0070.jpg,1091.1362996897,1120.61983126958,289.8590619768204,1033.791067832388,ADAM/AMD-Training400/Training400/AMD/A0070.jpg
A0071.jpg,999.226108704219,1065.18969354322,179.8756978792961,864.3304604411234,ADAM/AMD-Training400/Training400/AMD/A0071.jpg
A0072.jpg,1089.36273075447,1082.94056159298,296.6914505218833,958.1857837208261,ADAM/AMD-Training400/Training400/AMD/A0072.jpg
A0073.jpg,1037.89889229694,1115.71768088143,262.816241699194,979.0495936195739,ADAM/AMD-Training400/Training400/AMD/A0073.jpg
A0074.jpg,1137.79551608168,1150.60992139943,374.5801951539747,1070.80026557651,ADAM/AMD-Training400/Training400/AMD/A0074.jpg
A0075.jpg,1172.97048128342,1082.46385026738,359.5796046407409,1050.559348702883,ADAM/AMD-Training400/Training400/AMD/A0075.jpg
A0076.jpg,1228.58823529412,1109.95721925134,347.5372758233754,1062.071697147469,ADAM/AMD-Training400/Training400/AMD/A0076.jpg
A0077.jpg,863.135341651812,802.295151515152,332.2391735746555,842.8043995327432,ADAM/AMD-Training400/Training400/AMD/A0077.jpg
A0078.jpg,1138.56338118917,1111.9023378664,312.0957442599602,1043.684373639996,ADAM/AMD-Training400/Training400/AMD/A0078.jpg
A0079.jpg,1045.07759446289,1082.80637323984,277.759215042531,1014.991547103844,ADAM/AMD-Training400/Training400/AMD/A0079.jpg
A0080.jpg,1191.74263818868,1047.72869256247,412.2533393173901,972.3179350729841,ADAM/AMD-Training400/Training400/AMD/A0080.jpg
A0081.jpg,1463.00438502674,1074.1407486631,646.312465626126,919.6269036014337,ADAM/AMD-Training400/Training400/AMD/A0081.jpg
A0082.jpg,1155.64932116298,1119.51390830911,415.1453000011126,990.779246353593,ADAM/AMD-Training400/Training400/AMD/A0082.jpg
A0083.jpg,1094.35734387973,1191.59998010435,345.6314421114987,1028.575495293885,ADAM/AMD-Training400/Training400/AMD/A0083.jpg
A0084.jpg,1054.57814973007,1113.39582778019,207.9184133191543,981.0259567996524,ADAM/AMD-Training400/Training400/AMD/A0084.jpg
A0085.jpg,1181.7199844916,1058.49642977665,393.1266926838443,1021.5722799511,ADAM/AMD-Training400/Training400/AMD/A0085.jpg
A0086.jpg,1034.74561498602,1073.47431866964,231.1412691363185,965.697319609175,ADAM/AMD-Training400/Training400/AMD/A0086.jpg
A0087.jpg,1099.31712997598,932.050024958838,324.3018164357811,914.3851497691145,ADAM/AMD-Training400/Training400/AMD/A0087.jpg
A0089.jpg,1079.00556782312,1105.97253278,318.0749140893471,959.4762886597938,ADAM/AMD-Training400/Training400/AMD/A0089.jpg
N0001.jpg,1279.35426903255,1183.02249912319,520.0096284409332,1084.31742994692,ADAM/AMD-Training400/Training400/Non-AMD/N0001.jpg
N0002.jpg,1306.30180236733,1076.88373762739,533.3816112030398,1066.157672979102,ADAM/AMD-Training400/Training400/Non-AMD/N0002.jpg
N0003.jpg,1288.50377290391,1056.7533807683,452.2760147464755,1002.480668408085,ADAM/AMD-Training400/Training400/Non-AMD/N0003.jpg
N0004.jpg,1425.18703074005,970.644242313711,585.987759706111,1035.62183131869,ADAM/AMD-Training400/Training400/Non-AMD/N0004.jpg
N0005.jpg,1002.03977507713,1064.41208553599,238.0792357780219,918.4418794715829,ADAM/AMD-Training400/Training400/Non-AMD/N0005.jpg
N0006.jpg,1175.95434591138,1067.08367171668,404.1063823542361,956.9806284028705,ADAM/AMD-Training400/Training400/Non-AMD/N0006.jpg
N0007.jpg,1141.70811653239,1093.3806430121,360.192668060164,966.3219125020098,ADAM/AMD-Training400/Training400/Non-AMD/N0007.jpg
N0008.jpg,1281.97614746248,1141.02558983587,503.2797767013736,961.2340942342931,ADAM/AMD-Training400/Training400/Non-AMD/N0008.jpg
N0009.jpg,1028.05342573757,1120.04589411178,382.3560723948914,869.4062749716112,ADAM/AMD-Training400/Training400/Non-AMD/N0009.jpg
N0010.jpg,1091.13248018406,1131.71027607765,386.1668821156572,912.1732054137399,ADAM/AMD-Training400/Training400/Non-AMD/N0010.jpg
N0011.jpg,1040.17620255812,1026.73404388011,263.3093909745506,926.3206727862365,ADAM/AMD-Training400/Training400/Non-AMD/N0011.jpg
N0012.jpg,1084.08121225725,1024.95847038163,290.7312135075702,952.2760786593534,ADAM/AMD-Training400/Training400/Non-AMD/N0012.jpg
N0013.jpg,1070.72155670707,1020.19577258252,287.3898570610543,908.8080426115799,ADAM/AMD-Training400/Training400/Non-AMD/N0013.jpg
N0014.jpg,1101.1997760464,1011.86636081781,349.7075102690099,874.9187958292022,ADAM/AMD-Training400/Training400/Non-AMD/N0014.jpg
N0015.jpg,1097.33458080758,1161.56159986532,262.2416077288385,1150.533507938773,ADAM/AMD-Training400/Training400/Non-AMD/N0015.jpg
N0016.jpg,1121.32151870127,1134.98761057071,306.1593171516923,1100.935517007667,ADAM/AMD-Training400/Training400/Non-AMD/N0016.jpg
